id,compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender_new,weight_change_percent,weight_change_significance,ITP,pubmed_id,notes,last_modified
4057,Branched-chain amino acids,Mus musculus,B6.129S2,1500 ppm/day bodyweight in water,9 months,until death,12.0,S,5.0,NS,Male,,NA,No,20889128,Branched-chain amino acid-enriched mixture,2024-06-20 11:41:32
4053,SG1002 (hydrogen sulfide donor),Mus musculus,UM-HET3,240 ppm food,5-9 months,until death,-2.0,NS,-2.0,NS,Female,0.0,NS,Yes,38041783,,2024-06-19 23:05:09
4052,SG1002 (hydrogen sulfide donor),Mus musculus,UM-HET3,240 ppm food,5-9 months,until death,0.0,NS,3.0,NS,Male,2.0,NS,Yes,38041783,,2024-06-19 23:04:41
4051,SG1002 (hydrogen sulfide donor),Mus musculus,UM-HET3,240 ppm food,16 months,until death,1.0,NS,4.0,NS,Female,-1.0,NS,Yes,38041783,,2024-06-19 23:04:08
4050,SG1002 (hydrogen sulfide donor),Mus musculus,UM-HET3,240 ppm food,16 months,until death,2.0,NS,1.0,NS,Male,-2.0,NS,Yes,38041783,,2024-06-19 23:03:40
4049,Mycophenolic acid,Mus musculus,UM-HET3,6.7 ppm food,9 months,until death,-1.0,S,-4.0,NS,Female,0.0,NS,Yes,38041783,,2024-06-19 23:02:49
4048,Mycophenolic acid,Mus musculus,UM-HET3,6.7 ppm food,9 months,until death,1.0,NS,5.0,NS,Male,1.0,NS,Yes,38041783,,2024-06-19 23:02:11
4047,Meclizine,Mus musculus,UM-HET3,800 ppm food,12 months,until death,3.0,S,1.0,NS,Female,-12.0,S,Yes,38041783,,2024-06-19 23:01:21
4046,Meclizine,Mus musculus,UM-HET3,800 ppm food,12 months,until death,8.0,S,6.0,NS,Male,-2.0,NS,Yes,38041783,,2024-06-19 23:00:54
4045,Fisetin,Mus musculus,UM-HET3,600 ppm food fed on a repeated cycle of 3 days on and 11 days off,20 months,until death,-1.0,NS,2.0,NS,Female,-5.0,NS,Yes,38041783,,2024-06-19 22:59:58
4044,Fisetin,Mus musculus,UM-HET3,600 ppm food fed on a repeated cycle of 3 days on and 11 days off,20 months,until death,7.0,NS,-1.0,NS,Male,-3.0,NS,Yes,38041783,,2024-06-19 22:59:31
4043,Fisetin,Mus musculus,UM-HET3,600 ppm food fed continuously,20 months,until death,1.0,NS,-1.0,NS,Female,0.0,NS,Yes,38041783,,2024-06-19 22:58:53
4042,Fisetin,Mus musculus,UM-HET3,600 ppm food fed continuously,20 months,until death,-5.0,NS,0.0,NS,Male,-1.0,NS,Yes,38041783,,2024-06-19 22:58:22
4041,Dimethyl fumarate,Mus musculus,UM-HET3,120 ppm food,16 months,until death,-1.0,NS,-2.0,NS,Female,-5.0,NS,Yes,38041783,,2024-06-19 22:57:05
4040,Dimethyl fumarate,Mus musculus,UM-HET3,120 ppm food,16 months,until death,-1.0,NS,-1.0,NS,Male,2.0,NS,Yes,38041783,,2024-06-19 22:56:29
4039,Dimethyl fumarate,Mus musculus,UM-HET3,120 ppm food,10 months,until death,0.0,NS,0.0,NS,Female,0.0,NS,Yes,38041783,,2024-06-19 22:55:44
4038,Dimethyl fumarate,Mus musculus,UM-HET3,120 ppm food,10 months,until death,1.0,NS,4.0,NS,Male,10.0,NS,Yes,38041783,,2024-06-19 22:55:09
4037,Astaxanthin,Mus musculus,UM-HET3,4000 ppm food,12 months,until death,3.0,NS,-1.0,NS,Female,-6.0,S,Yes,38041783,,2024-06-19 22:54:10
4036,Astaxanthin,Mus musculus,UM-HET3,4000 ppm food,12 months,until death,12.0,S,6.0,NS,Male,1.0,NS,Yes,38041783,,2024-06-19 22:53:40
4035,4-phenylbutyrate,Mus musculus,UM-HET3,1000 ppm food,9 months,until death,-2.0,S,-6.0,NS,Female,4.0,NS,Yes,38041783,,2024-06-19 22:52:53
4034,4-phenylbutyrate,Mus musculus,UM-HET3,1000 ppm food,9 months,until death,3.0,NS,3.0,NS,Male,1.0,NS,Yes,38041783,,2024-06-19 22:52:16
3640,Chloroquine,Drosophila melanogaster,Canton S,250 mg/100 mL of medium,,,11.0,NS,14.0,NA,Male,,NA,No,4397875,,2024-06-19 19:42:47
4032,Taurine,Mus musculus,C57BL/6J,1000 ppm/day bodyweight gavage,14 months,until death,10.0,S,,NA,Female,-10.0,S,No,37289866,,2024-06-19 19:20:56
4031,Taurine,Mus musculus,C57BL/6J,1000 ppm/day bodyweight gavage,14 months,until death,10.0,S,,NA,Male,,NA,No,37289866,,2024-06-19 19:20:36
4030,Alpelisib,Mus musculus,C57BL/6J,300 ppm food,12 months,until death,11.0,S,0.0,NS,Female,-4.0,S,No,37118113,,2024-06-19 19:17:54
4029,Alpelisib,Mus musculus,C57BL/6J,300 ppm food,12 months,until death,10.0,S,0.0,NS,Male,-8.0,S,No,37118113,,2024-06-19 19:17:27
4028,LY444711 (GHS-R1a agonist),Mus musculus,C57BL/6J,30 ppm pill,1.5 months,until death,10.0,NS,17.0,S,Male,-13.0,S,No,36734122,,2024-06-19 19:15:34
4027,Syringaresinol,Mus musculus,UM-HET3,300 ppm food,5 months,until death,-2.0,NS,-1.0,NS,Female,-5.0,NS,Yes,36179270,,2024-06-19 19:13:50
4026,Syringaresinol,Mus musculus,UM-HET3,300 ppm food,5 months,until death,6.0,NS,-2.0,NS,Male,-2.0,NS,Yes,36179270,,2024-06-19 19:13:26
4025,Sulindac,Mus musculus,UM-HET3,5 ppm food,5 months,until death,-2.0,NS,2.0,NS,Female,1.0,NS,Yes,36179270,,2024-06-19 19:12:46
4024,Sulindac,Mus musculus,UM-HET3,5 ppm food,5 months,until death,-3.0,NS,1.0,NS,Male,-2.0,NS,Yes,36179270,,2024-06-19 19:12:22
4023,"PB125 (carnosol, withaferin A and luteolin)",Mus musculus,UM-HET3,"4.7 ppm carnosol, 9 ppm luteolin, and 0.47 ppm withaferin A food",5 months,until death,1.0,NS,3.0,NS,Female,-2.0,NS,Yes,36179270,"Mixture of carnosol, withaferin A and luteolin",2024-06-19 19:11:34
4022,"PB125 (carnosol, withaferin A and luteolin)",Mus musculus,UM-HET3,"4.7 ppm carnosol, 9 ppm luteolin, and 0.47 ppm withaferin A food",5 months,until death,-3.0,NS,2.0,NS,Male,0.0,NS,Yes,36179270,"Mixture of carnosol, withaferin A and luteolin",2024-06-19 19:11:05
4021,Leucine,Mus musculus,UM-HET3,40000 ppm food,5 months,until death,-2.0,NS,5.0,NS,Female,-1.0,NS,Yes,36179270,,2024-06-19 19:10:02
4020,Leucine,Mus musculus,UM-HET3,40000 ppm food,5 months,until death,0.0,NS,-1.0,NS,Male,0.0,NS,Yes,36179270,,2024-06-19 19:09:35
4019,Captopril,Mus musculus,UM-HET3,180 ppm food,5 months,until death,5.0,S,8.0,S,Female,-16.0,S,Yes,36179270,,2024-06-19 19:08:49
4018,Captopril,Mus musculus,UM-HET3,180 ppm food,5 months,until death,14.0,S,7.0,S,Male,-3.0,S,Yes,36179270,,2024-06-19 19:08:23
4017,"(R/S)-1,3-butanediol",Mus musculus,UM-HET3,100000 ppm food,6 months,until death,1.0,S,4.0,NS,Female,-7.0,NS,Yes,36179270,,2024-06-19 19:07:32
4016,"(R/S)-1,3-butanediol",Mus musculus,UM-HET3,100000 ppm food,6 months,until death,9.0,NS,4.0,NS,Male,-4.0,NS,Yes,36179270,,2024-06-19 19:06:54
1938,Cardamonin,Caenorhabditis elegans,N2,100 µM,,,-10.9,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:49:57
3372,Alpha-ketoglutarate,Drosophila melanogaster,Canton-S,20 μM,,,7.74,S,,NA,Female,,NA,No,33008901,,2024-06-19 18:46:01
3600,Alpha-ketoglutarate,Caenorhabditis briggsae,AF16,8 mM,,,7.69,NS,,NA,Unknown,,NA,No,31820364,,2024-06-19 18:45:56
3601,Alpha-ketoglutarate,Caenorhabditis briggsae,HK104,8 mM,,,-7.89,NS,,NA,Unknown,,NA,No,31820364,,2024-06-19 18:45:52
3602,Alpha-ketoglutarate,Caenorhabditis elegans,MY16,8 mM,,,56.25,S,,NA,Unknown,,NA,No,31820364,,2024-06-19 18:45:48
3603,Alpha-ketoglutarate,Caenorhabditis briggsae,JU1348,8 mM,,,-3.85,NS,,NA,Unknown,,NA,No,31820364,,2024-06-19 18:45:43
210,Glycerol,Saccharomyces cerevisiae,PSY316,1 M,,,49.8,NA,,NA,Unknown,,NA,No,12391171,Replicative lifespan assay. The control had 2% D-glucose. The maximum lifespan was also extended significantly but the magnitude isn't reported.,2024-06-19 18:43:59
3357,Inositol,Caenorhabditis elegans,N2,1 mM,,,-4.0,NS,-1.0,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:30
3358,Inositol,Caenorhabditis elegans,N2,30 mM,,,4.0,NS,,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:25
3359,Inositol,Caenorhabditis elegans,N2,100 mM,,,11.0,S,10.0,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:20
3360,Inositol,Caenorhabditis elegans,N2,400 mM,,,25.0,S,31.0,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:16
3361,Inositol,Caenorhabditis elegans,N2,500 mM,,,31.0,S,36.0,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:11
3362,Inositol,Caenorhabditis elegans,N2,600 mM,,,26.0,S,20.0,NA,Unknown,,NA,No,32901024,,2024-06-19 18:42:04
726,Inositol,Drosophila melanogaster,Canton S,,,,16.6,S,,NA,Male,,NA,No,22843669,,2024-06-19 18:40:47
731,Inositol,Drosophila melanogaster,Canton S,,,,15.0,S,,NA,Female,,NA,No,22843669,,2024-06-19 18:40:39
1986,Ethoxzolamide,Caenorhabditis elegans,N2,10 µM,,,-3.09,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:39:00
2015,Ethoxzolamide,Caenorhabditis elegans,N2,100 µM,,,-2.16,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:38:45
3535,O6-benzylguanine,Drosophila melanogaster,Canton-S,20 μM,,,-1.67,NS,,NA,Female,,NA,No,33008901,,2024-06-19 18:37:21
3536,O6-benzylguanine,Drosophila melanogaster,Canton-S,200 μM,,,4.52,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:37:14
1386,Glucose,Caenorhabditis elegans,N2,50 mM,,,-7.75,S,-0.9,NA,Unknown,,NA,No,17908557,,2024-06-19 18:35:50
3555,Promazine Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,-5.29,NS,,NA,Female,,NA,No,33008901,,2024-06-19 18:34:28
3381,Promethazine hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,10.91,S,,NA,Female,,NA,No,33008901,,2024-06-19 18:33:10
3638,Promethazine hydrochloride,Drosophila melanogaster,Canton S,62.5 mg/100 mL of medium,,,-1.0,NS,0.0,NA,Male,,NA,No,4397875,,2024-06-19 18:33:02
3662,Chlorpromazine chloride,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,19.0,NS,26.0,NA,Female,,NA,No,4397875,,2024-06-19 18:31:27
1471,Isoleucine,Caenorhabditis elegans,N2,5 mM,,,9.5,S,6.45,NA,Unknown,,NA,No,26620638,Maximum lifespan = Mean Lifespan at 75% mortality,2024-06-19 18:30:31
2396,D-xylitol,Caenorhabditis elegans,N2,100 µM,,,2.07,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:29:14
2554,D-xylitol,Caenorhabditis elegans,N2,10 µM,,,-4.59,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:29:09
3492,D-xylitol,Drosophila melanogaster,Canton-S,20 μM,,,2.4,NS,,NA,Female,,NA,No,33008901,,2024-06-19 18:29:04
3496,D-xylitol,Drosophila melanogaster,Canton-S,200 μM,,,3.58,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:28:57
2066,Catechin,Caenorhabditis elegans,N2,50 µM,,,3.33,NS,,NA,Unknown,,NA,No,32530444,,2024-06-19 18:27:20
2456,Catechin,Caenorhabditis elegans,N2,200 µM,,,41.94,S,,NA,Unknown,,NA,No,32530444,,2024-06-19 18:27:13
1129,Gluconic acid,Caenorhabditis elegans,N2,5 mM,,,17.0,S,,NA,Unknown,,NA,No,25643626,,2024-06-19 18:24:51
1130,Gluconic acid,Caenorhabditis elegans,N2,10 mM,,,16.0,S,,NA,Unknown,,NA,No,25643626,,2024-06-19 18:24:44
1131,Gluconic acid,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,NA,Unknown,,NA,No,25643626,,2024-06-19 18:24:37
1790,N-acetyl-L-cysteine,Drosophila melanogaster,Canton-S,1 mM,,,3.7,S,1.6,NA,Male,,NA,No,30243020,,2024-06-19 18:22:25
1788,N-acetyl-L-cysteine,Drosophila melanogaster,Canton-S,1 µM,,,7.4,S,4.7,NA,Male,,NA,No,30243020,,2024-06-19 18:22:14
1789,N-acetyl-L-cysteine,Drosophila melanogaster,Canton-S,100 µM,,,5.6,S,10.9,NA,Unknown,,NA,No,30243020,,2024-06-19 18:22:05
1791,N-acetyl-L-cysteine,Drosophila virilis,,10 nM,,,32.4,S,8.6,NA,Male,,NA,No,30243020,,2024-06-19 18:21:58
1792,N-acetyl-L-cysteine,Drosophila virilis,,100 nM,,,31.0,S,8.69,NA,Male,,NA,No,30243020,,2024-06-19 18:21:48
1787,N-acetyl-L-cysteine,Drosophila melanogaster,Canton-S,100 nM,,,9.3,S,7.8,NA,Male,,NA,No,30243020,,2024-06-19 18:21:31
1786,N-acetyl-L-cysteine,Drosophila melanogaster,Canton-S,10 nM,,,5.6,S,4.7,NA,Male,,NA,No,30243020,,2024-06-19 18:21:16
1793,N-acetyl-L-cysteine,Drosophila virilis,,1 µM,,,31.0,S,7.6,NA,Male,,NA,No,30243020,,2024-06-19 18:21:00
1794,N-acetyl-L-cysteine,Drosophila virilis,,10 µM,,,29.6,S,7.6,NA,Male,,NA,No,30243020,,2024-06-19 18:20:53
1802,N-acetyl-L-cysteine,Drosophila virilis,,1 mM,,,24.0,S,8.8,NA,Female,,NA,No,30243020,,2024-06-19 18:20:45
1795,N-acetyl-L-cysteine,Drosophila virilis,,100 µM,,,31.0,S,7.6,NA,Male,,NA,No,30243020,,2024-06-19 18:20:38
1797,N-acetyl-L-cysteine,Drosophila virilis,,10 nM,,,22.6,S,6.9,NA,Female,,NA,No,30243020,,2024-06-19 18:20:32
1800,N-acetyl-L-cysteine,Drosophila virilis,,10 µM,,,22.7,S,6.9,NA,Female,,NA,No,30243020,,2024-06-19 18:20:26
1796,N-acetyl-L-cysteine,Drosophila virilis,,1 mM,,,31.0,S,2.9,NA,Male,,NA,No,30243020,,2024-06-19 18:20:18
1798,N-acetyl-L-cysteine,Drosophila virilis,,100 nM,,,18.7,S,4.9,NA,Female,,NA,No,30243020,,2024-06-19 18:20:10
1801,N-acetyl-L-cysteine,Drosophila virilis,,100 µM,,,26.0,S,9.8,NA,Female,,NA,No,30243020,,2024-06-19 18:20:03
1799,N-acetyl-L-cysteine,Drosophila virilis,,1 µM,,,16.0,S,6.9,NA,Female,,NA,No,30243020,,2024-06-19 18:19:55
1804,N-acetyl-L-cysteine,Drosophila kikkawai,,100 nM,,,12.0,S,8.3,NA,Male,,NA,No,30243020,,2024-06-19 18:19:48
1803,N-acetyl-L-cysteine,Drosophila kikkawai,,10 nM,,,8.0,S,19.4,NA,Male,,NA,No,30243020,,2024-06-19 18:19:39
1805,N-acetyl-L-cysteine,Drosophila kikkawai,,1 µM,,,16.0,S,11.1,NA,Male,,NA,No,30243020,,2024-06-19 18:19:31
1806,N-acetyl-L-cysteine,Drosophila kikkawai,,10 µM,,,16.0,S,0.0,NA,Male,,NA,No,30243020,,2024-06-19 18:19:23
1807,N-acetyl-L-cysteine,Drosophila kikkawai,,100 µM,,,16.0,S,13.9,NA,Male,,NA,No,30243020,,2024-06-19 18:19:15
1808,N-acetyl-L-cysteine,Drosophila kikkawai,,1 mM,,,16.0,S,13.9,NA,Male,,NA,No,30243020,,2024-06-19 18:19:05
1809,N-acetyl-L-cysteine,Drosophila kikkawai,,10 nM,,,5.1,S,0.0,NA,Female,,NA,No,30243020,,2024-06-19 18:18:58
1810,N-acetyl-L-cysteine,Drosophila kikkawai,,100 nM,,,5.1,S,-2.0,NA,Female,,NA,No,30243020,,2024-06-19 18:18:48
3293,N-acetyl-L-cysteine,Caenorhabditis elegans,N2,5 mM,,,-10.7,S,,NA,Unknown,,NA,No,34267196,Freshly prepared NGM plates spotted with E. coli OP50 and supplemented with pH-adjusted NAC,2024-06-19 18:18:32
3521,Ritodrine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,5.83,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:15:20
3497,Bupivacaine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,3.54,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:14:04
3498,Bupivacaine Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,11.95,S,,NA,Female,,NA,No,33008901,,2024-06-19 18:13:57
1924,Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,10 µM,,,1.42,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:11:15
2329,Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,100 µM,,,-1.7,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:11:02
3443,Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,5.08,NS,,NA,Female,,NA,No,33008901,,2024-06-19 18:08:18
3445,Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,16.16,S,,NA,Male,,NA,No,33008901,,2024-06-19 18:08:08
3383,Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,-3.57,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:07:46
3473,Triflupromazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,1.38,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:06:23
3511,Lomefloxacin Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,-1.15,NS,,NA,Female,,NA,No,33008901,,2024-06-19 18:05:12
2001,SR27897,Caenorhabditis elegans,N2,10 µM,,,0.43,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:03:53
2030,SR27897,Caenorhabditis elegans,N2,100 µM,,,-9.03,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 18:03:45
3513,Memantine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,1.24,NS,,NA,Male,,NA,No,33008901,,2024-06-19 18:02:09
1962,Wortmannin,Caenorhabditis elegans,N2,10 µM,,,-3.6,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:58:28
1977,Wortmannin,Caenorhabditis elegans,N2,100 µM,,,12.78,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:58:22
3185,Tamarixetin,Caenorhabditis elegans,N2,200 µM,,,11.46,S,-2.04,NA,Unknown,,NA,No,21776484,,2024-06-19 17:56:24
3522,Phenoxybenzamine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,5.23,NS,,NA,Male,,NA,No,33008901,,2024-06-19 17:53:36
3541,Tiapride Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,0.26,NS,,NA,Male,,NA,No,33008901,,2024-06-19 17:52:02
2502,MG624,Caenorhabditis elegans,N2,10 µM,,,-5.67,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:50:23
3569,Chlorhexidine,Drosophila melanogaster,Canton-S,200 μM,,,-3.95,NS,,NA,Male,,NA,No,33008901,,2024-06-19 17:49:04
3466,PNU-74654,Drosophila melanogaster,Canton-S,20 μM,,,4.42,NS,,NA,Female,,NA,No,33008901,,2024-06-19 17:47:31
3490,Amikacin hydrate,Drosophila melanogaster,Canton-S,20 μM,,,7.75,S,,NA,Female,,NA,No,33008901,,2024-06-19 17:45:52
3491,Amikacin hydrate,Drosophila melanogaster,Canton-S,200 μM,,,1.88,NS,,NA,Male,,NA,No,33008901,,2024-06-19 17:45:43
1995,NSC666076,Caenorhabditis elegans,N2,10 µM,,,-2.76,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:37:03
2024,NSC666076,Caenorhabditis elegans,N2,100 µM,,,2.19,NS,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:36:57
3499,Cefazolin sodium,Drosophila melanogaster,Canton-S,20 μM,,,2.57,NS,,NA,Female,,NA,No,33008901,,2024-06-19 17:31:57
2952,Aspirin,Drosophila melanogaster,Oregon-R,2.5 mg/mL,,,-16.06,S,,NA,Male,,NA,No,3921599,Continuous feeding from I day of adult age,2024-06-19 17:29:38
2953,Aspirin,Drosophila melanogaster,Oregon-R,0.5 mg/mL,,,-9.04,S,,NA,Male,,NA,No,3921599,Continuous feeding from I day of adult age,2024-06-19 17:29:32
2954,Aspirin,Drosophila melanogaster,Oregon-R,0.25 mg/mL,,,-1.58,NS,,NA,Male,,NA,No,3921599,Continuous feeding from I day of adult age,2024-06-19 17:29:26
2972,Aspirin,Drosophila melanogaster,Oregon-R,2.5 mg/mL,,,-2.19,NS,,NA,Male,,NA,No,3921599,Intermittent (1 day/week) in adult life,2024-06-19 17:29:19
2973,Aspirin,Drosophila melanogaster,Oregon-R,0.5 mg/mL,,,0.48,NS,,NA,Male,,NA,No,3921599,Intermittent (1 day/week) in adult life,2024-06-19 17:29:12
1927,Nordihydroguaiaretic acid,Caenorhabditis elegans,N2,10 µM,,,-21.33,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:12:35
2332,Nordihydroguaiaretic acid,Caenorhabditis elegans,N2,100 µM,,,-16.08,S,,NA,Unknown,,NA,No,33008901,,2024-06-19 17:12:29
2894,Nordihydroguaiaretic acid,Drosophila melanogaster,Oregon-R,0.5 % wt/vol,,,12.0,NS,,NA,Male,,NA,No,6821144,,2024-06-19 17:12:24
1469,Leucine,Caenorhabditis elegans,N2,5 mM,,,6.84,S,7.32,NA,Unknown,,NA,No,26620638,Maximum lifespan = Mean Lifespan at 75% mortality,2024-06-19 17:07:27
4013,Hesperetin,Mus musculus,C57BL/6,700 ppm food (100 ppm/day bodyweight),19.5-23.5 months,3-6 months,9.0,S,14.0,S,Male,-5.0,NS,No,35871686,,2024-06-19 17:03:30
4012,Oridonin,Mus musculus,C57BL/6J,2 ppm bodyweight intraperitoneal injection 1 week/month,16 months,6 months,10.0,NS,0.0,NS,Male,0.0,NS,No,35662728,,2024-06-19 17:01:37
4011,Chloroquine,Mus musculus,NMRI,50 ppm water,16.6 months,9.5 months,11.0,S,14.0,S,Male,-28.0,S,No,35609021,,2024-06-19 16:59:36
4010,78c (CD38 inhibitor),Mus musculus,C57BL/6,600 ppm food,12 months,until death,3.0,NS,3.0,NS,Female,-13.0,NS,No,35263032,,2024-06-19 16:56:14
4009,78c (CD38 inhibitor),Mus musculus,C57BL/6,600 ppm food,12 months,until death,17.0,S,14.0,S,Male,-13.0,NS,No,35263032,,2024-06-19 16:55:36
4008,Procyanidin C1,Mus musculus,C57BL/6J,20 ppm bodyweight oral gavage for 3 days every 2 weeks,24-27 months,until death,9.0,S,,NA,Pooled,0.0,NS,No,34873338,,2024-06-19 16:52:54
4007,Nicotinamide riboside,Mus musculus,UM-HET3,1000 ppm food,8 months,until death,0.0,NS,2.0,NS,Female,-14.0,NA,Yes,33788371,,2024-06-19 16:49:28
4006,Nicotinamide riboside,Mus musculus,UM-HET3,1000 ppm food,8 months,until death,-3.0,NS,-3.0,NS,Male,-5.0,NA,Yes,33788371,,2024-06-19 16:49:04
4005,MIF098 (CD74 antagonist),Mus musculus,UM-HET3,240 ppm food,8 months,until death,-1.0,NS,-2.0,NS,Female,-13.0,NA,Yes,33788371,,2024-06-19 16:48:21
4004,MIF098 (CD74 antagonist),Mus musculus,UM-HET3,240 ppm food,8 months,until death,4.0,NS,1.0,NS,Male,-6.0,NA,Yes,33788371,,2024-06-19 16:47:49
4003,Geranylgeranylacetone,Mus musculus,UM-HET3,600 ppm food,9 months,until death,2.0,NS,3.0,NS,Female,-8.0,NA,Yes,33788371,,2024-06-19 16:47:07
4002,Geranylgeranylacetone,Mus musculus,UM-HET3,600 ppm food,9 months,until death,5.0,NS,2.0,NS,Male,-5.0,NA,Yes,33788371,,2024-06-19 16:46:43
4001,Candesartan cilexetil,Mus musculus,UM-HET3,30 ppm food,8 months,until death,1.0,NS,7.0,NS,Female,-11.0,NA,Yes,33788371,,2024-06-19 16:45:53
4000,Candesartan cilexetil,Mus musculus,UM-HET3,30 ppm food,8 months,until death,4.0,NS,1.0,NS,Male,0.0,NA,Yes,33788371,,2024-06-19 16:45:25
3999,17‐alpha‐estradiol,Mus musculus,UM-HET3,14.4 ppm food,20 months,until death,11.0,S,5.0,NS,Male,-20.0,NA,Yes,33788371,,2024-06-19 16:44:23
3998,17‐alpha‐estradiol,Mus musculus,UM-HET3,14.4 ppm food,16 months,until death,19.0,S,7.0,S,Male,-20.0,NA,Yes,33788371,,2024-06-19 16:42:46
3997,Metformin,Mus musculus,C57BL/6,100 ppm/day bodyweight oral gavage,20 months,10 months,-2.0,S,,NA,Female,0.0,NS,No,33585467,,2024-06-19 16:39:52
3996,Rapamycin,Mus musculus,UM-HET3,42 ppm food,20 months,3 months,4.0,NS,4.0,NS,Female,-11.0,S,Yes,33145977,,2024-06-19 16:33:44
3995,Rapamycin,Mus musculus,UM-HET3,42 ppm food,20 months,3 months,11.0,S,5.0,NS,Male,-9.0,S,Yes,33145977,,2024-06-19 16:33:12
3994,Rapamycin,Mus musculus,UM-HET3,42 ppm food every other month,20 months,unti death,8.0,S,10.0,S,Female,-8.0,S,Yes,33145977,,2024-06-19 16:32:24
3993,Rapamycin,Mus musculus,UM-HET3,42 ppm food every other month,20 months,unti death,9.0,S,9.0,S,Male,-10.0,S,Yes,33145977,,2024-06-19 16:31:52
3992,Rapamycin,Mus musculus,UM-HET3,42 ppm food,20 months,unti death,15.0,S,12.0,S,Female,-13.0,S,Yes,33145977,,2024-06-19 16:31:16
3991,Rapamycin,Mus musculus,UM-HET3,42 ppm food,20 months,unti death,11.0,S,9.0,S,Male,-12.0,S,Yes,33145977,,2024-06-19 16:30:32
3990,MitoQ,Mus musculus,UM-HET3,100 ppm food,7 months,unti death,-2.0,NS,1.0,NS,Female,,NA,Yes,33145977,,2024-06-19 16:29:36
3989,MitoQ,Mus musculus,UM-HET3,100 ppm food,7 months,unti death,2.0,NS,2.0,NS,Male,,NA,Yes,33145977,,2024-06-19 16:29:19
3988,Minocycline,Mus musculus,UM-HET3,300 ppm food,6 months,unti death,-3.0,NS,0.0,NS,Female,,NA,Yes,33145977,,2024-06-19 16:28:41
3987,Minocycline,Mus musculus,UM-HET3,300 ppm food,6 months,unti death,5.0,NS,-2.0,NS,Male,,NA,Yes,33145977,,2024-06-19 16:28:22
